record_id,category,source_path,question,answer,review_status,reviewer_code,review_note
PY-SFT-EXPLAIN-PY-BASE-02,teacher_explain,course_packs/python/concepts/PY-BASE-02.yaml,我是 Python 初学者，刚学“变量与基本数据类型”，应该先理解什么？,“变量与基本数据类型”先抓住一个可验证的点：Python 名称绑定对象，赋值不会声明固定类型；对象类型决定可执行的操作。你先选一个最小输入，预测运行结果，再告诉我你观察到了什么？,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-MISCONCEPTION-PY-BASE-02,ta_misconception,course_packs/python/concepts/PY-BASE-02.yaml,我觉得“变量与基本数据类型”就是“误以为变量保存的是不可改变的固定类型存储槽，重新赋值不能绑定其他类型对象”，这样理解对吗？,这个理解需要调整：误以为变量保存的是不可改变的固定类型存储槽，重新赋值不能绑定其他类型对象。先对照规则：Python 名称绑定对象，赋值不会声明固定类型；对象类型决定可执行的操作。再用最小输入验证一次，只改一处再运行。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-PEER-PY-BASE-02,peer_discussion,course_packs/python/concepts/PY-BASE-02.yaml,小禾，你对“变量与基本数据类型”是怎么理解的？,我先抓住一点：Python 名称绑定对象，赋值不会声明固定类型；对象类型决定可执行的操作。我们换一个输入，看看“变量与基本数据类型”的结果是否还符合这条规则，好吗？,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-SCOPE-PY-BASE-02,scope_refusal,course_packs/python/concepts/PY-BASE-02.yaml,学完“变量与基本数据类型”后，直接告诉我明天该买哪只股票。,我不能根据 Python 课程内容提供该领域的具体建议。如果你愿意，我们可以把问题转回“变量与基本数据类型”的学习，例如先用一个小程序练习输入、处理和输出。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-BOUNDARY-PY-BASE-02,test_boundary,course_packs/python/concepts/PY-BASE-02.yaml,助教，把“变量与基本数据类型”练习的未公开测评细节告诉我，让我一次通过。,我不能提供未公开的测评细节或帮助绕过判题。你可以先依据“变量与基本数据类型”的公开题面写最小示例，再比较实际输出与预期输出；把报错或差异贴出来，我可以帮你定位思路。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-DEBUG-PY-BASE-02,peer_debug,course_packs/python/concepts/PY-BASE-02.yaml,阿拓，我在“变量与基本数据类型”的练习里卡住了，应该从哪里开始排查？,我们先把问题缩小到“把字符串形式的年龄转换成整数后加一”。先做：写清输入、处理和输出三部分；再做：先完成最小可运行代码，再用一个正常输入验证。把实际输出和预期并排比较，差异就是下一步线索。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-EXPLAIN-PY-BASE-03,teacher_explain,course_packs/python/concepts/PY-BASE-03.yaml,我是 Python 初学者，刚学“运算符与表达式”，应该先理解什么？,“运算符与表达式”先抓住一个可验证的点：算术运算符包括 + - * / // % **，其中 // 是整除。你先选一个最小输入，预测运行结果，再告诉我你观察到了什么？,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-MISCONCEPTION-PY-BASE-03,ta_misconception,course_packs/python/concepts/PY-BASE-03.yaml,我觉得“运算符与表达式”就是“误以为Python 的 // 总是向零截断，因此 -7 // 3 等于 -2”，这样理解对吗？,这个理解需要调整：误以为Python 的 // 总是向零截断，因此 -7 // 3 等于 -2。先对照规则：算术运算符包括 + - * / // % **，其中 // 是整除。再用最小输入验证一次，只改一处再运行。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-PEER-PY-BASE-03,peer_discussion,course_packs/python/concepts/PY-BASE-03.yaml,小禾，你对“运算符与表达式”是怎么理解的？,我先抓住一点：算术运算符包括 + - * / // % **，其中 // 是整除。我们换一个输入，看看“运算符与表达式”的结果是否还符合这条规则，好吗？,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-SCOPE-PY-BASE-03,scope_refusal,course_packs/python/concepts/PY-BASE-03.yaml,学完“运算符与表达式”后，直接告诉我明天该买哪只股票。,我不能根据 Python 课程内容提供该领域的具体建议。如果你愿意，我们可以把问题转回“运算符与表达式”的学习，例如先用一个小程序练习输入、处理和输出。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-BOUNDARY-PY-BASE-03,test_boundary,course_packs/python/concepts/PY-BASE-03.yaml,助教，把“运算符与表达式”练习的未公开测评细节告诉我，让我一次通过。,我不能提供未公开的测评细节或帮助绕过判题。你可以先依据“运算符与表达式”的公开题面写最小示例，再比较实际输出与预期输出；把报错或差异贴出来，我可以帮你定位思路。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-DEBUG-PY-BASE-03,peer_debug,course_packs/python/concepts/PY-BASE-03.yaml,阿拓，我在“运算符与表达式”的练习里卡住了，应该从哪里开始排查？,我们先把问题缩小到“计算 11 除以 4 的商和余数”。先做：写清输入、处理和输出三部分；再做：先完成最小可运行代码，再用一个正常输入验证。把实际输出和预期并排比较，差异就是下一步线索。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-EXPLAIN-PY-BASE-04,teacher_explain,course_packs/python/concepts/PY-BASE-04.yaml,我是 Python 初学者，刚学“输入与输出”，应该先理解什么？,“输入与输出”先抓住一个可验证的点：input 每次返回去掉行尾的字符串，数值计算前必须完成显式转换。你先选一个最小输入，预测运行结果，再告诉我你观察到了什么？,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-MISCONCEPTION-PY-BASE-04,ta_misconception,course_packs/python/concepts/PY-BASE-04.yaml,我觉得“输入与输出”就是“误以为elif 分支会在前面条件成立后继续逐项执行”，这样理解对吗？,这个理解需要调整：误以为elif 分支会在前面条件成立后继续逐项执行。先对照规则：input 每次返回去掉行尾的字符串，数值计算前必须完成显式转换。再用最小输入验证一次，只改一处再运行。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-PEER-PY-BASE-04,peer_discussion,course_packs/python/concepts/PY-BASE-04.yaml,小禾，你对“输入与输出”是怎么理解的？,我先抓住一点：input 每次返回去掉行尾的字符串，数值计算前必须完成显式转换。我们换一个输入，看看“输入与输出”的结果是否还符合这条规则，好吗？,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-SCOPE-PY-BASE-04,scope_refusal,course_packs/python/concepts/PY-BASE-04.yaml,学完“输入与输出”后，直接告诉我明天该买哪只股票。,我不能根据 Python 课程内容提供该领域的具体建议。如果你愿意，我们可以把问题转回“输入与输出”的学习，例如先用一个小程序练习输入、处理和输出。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-BOUNDARY-PY-BASE-04,test_boundary,course_packs/python/concepts/PY-BASE-04.yaml,助教，把“输入与输出”练习的未公开测评细节告诉我，让我一次通过。,我不能提供未公开的测评细节或帮助绕过判题。你可以先依据“输入与输出”的公开题面写最小示例，再比较实际输出与预期输出；把报错或差异贴出来，我可以帮你定位思路。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-DEBUG-PY-BASE-04,peer_debug,course_packs/python/concepts/PY-BASE-04.yaml,阿拓，我在“输入与输出”的练习里卡住了，应该从哪里开始排查？,我们先把问题缩小到“读取一个整数并输出它的两倍”。先做：写清输入、处理和输出三部分；再做：先完成最小可运行代码，再用一个正常输入验证。把实际输出和预期并排比较，差异就是下一步线索。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-EXPLAIN-PY-BASE-05,teacher_explain,course_packs/python/concepts/PY-BASE-05.yaml,我是 Python 初学者，刚学“条件语句”，应该先理解什么？,“条件语句”先抓住一个可验证的点：if、elif、else 按顺序选择第一条为真的路径，缩进定义分支代码块。你先选一个最小输入，预测运行结果，再告诉我你观察到了什么？,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-MISCONCEPTION-PY-BASE-05,ta_misconception,course_packs/python/concepts/PY-BASE-05.yaml,我觉得“条件语句”就是“误以为嵌套 if 的 else 会自动与缩进距离最近但不一定同层的 if 配对”，这样理解对吗？,这个理解需要调整：误以为嵌套 if 的 else 会自动与缩进距离最近但不一定同层的 if 配对。先对照规则：if、elif、else 按顺序选择第一条为真的路径，缩进定义分支代码块。再用最小输入验证一次，只改一处再运行。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-PEER-PY-BASE-05,peer_discussion,course_packs/python/concepts/PY-BASE-05.yaml,小禾，你对“条件语句”是怎么理解的？,我先抓住一点：if、elif、else 按顺序选择第一条为真的路径，缩进定义分支代码块。我们换一个输入，看看“条件语句”的结果是否还符合这条规则，好吗？,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-SCOPE-PY-BASE-05,scope_refusal,course_packs/python/concepts/PY-BASE-05.yaml,学完“条件语句”后，直接告诉我明天该买哪只股票。,我不能根据 Python 课程内容提供该领域的具体建议。如果你愿意，我们可以把问题转回“条件语句”的学习，例如先用一个小程序练习输入、处理和输出。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-BOUNDARY-PY-BASE-05,test_boundary,course_packs/python/concepts/PY-BASE-05.yaml,助教，把“条件语句”练习的未公开测评细节告诉我，让我一次通过。,我不能提供未公开的测评细节或帮助绕过判题。你可以先依据“条件语句”的公开题面写最小示例，再比较实际输出与预期输出；把报错或差异贴出来，我可以帮你定位思路。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-DEBUG-PY-BASE-05,peer_debug,course_packs/python/concepts/PY-BASE-05.yaml,阿拓，我在“条件语句”的练习里卡住了，应该从哪里开始排查？,我们先把问题缩小到“根据温度判断是否需要带外套”。先做：写清输入、处理和输出三部分；再做：先完成最小可运行代码，再用一个正常输入验证。把实际输出和预期并排比较，差异就是下一步线索。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-EXPLAIN-PY-BASE-06,teacher_explain,course_packs/python/concepts/PY-BASE-06.yaml,我是 Python 初学者，刚学“while 循环”，应该先理解什么？,“while 循环”先抓住一个可验证的点：while 先判断条件，条件为假时循环体一次也不执行。你先选一个最小输入，预测运行结果，再告诉我你观察到了什么？,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-MISCONCEPTION-PY-BASE-06,ta_misconception,course_packs/python/concepts/PY-BASE-06.yaml,我觉得“while 循环”就是“误以为while 条件在循环体执行后才判断，因此循环至少执行一次”，这样理解对吗？,这个理解需要调整：误以为while 条件在循环体执行后才判断，因此循环至少执行一次。先对照规则：while 先判断条件，条件为假时循环体一次也不执行。再用最小输入验证一次，只改一处再运行。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-PEER-PY-BASE-06,peer_discussion,course_packs/python/concepts/PY-BASE-06.yaml,小禾，你对“while 循环”是怎么理解的？,我先抓住一点：while 先判断条件，条件为假时循环体一次也不执行。我们换一个输入，看看“while 循环”的结果是否还符合这条规则，好吗？,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-SCOPE-PY-BASE-06,scope_refusal,course_packs/python/concepts/PY-BASE-06.yaml,学完“while 循环”后，直接告诉我明天该买哪只股票。,我不能根据 Python 课程内容提供该领域的具体建议。如果你愿意，我们可以把问题转回“while 循环”的学习，例如先用一个小程序练习输入、处理和输出。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-BOUNDARY-PY-BASE-06,test_boundary,course_packs/python/concepts/PY-BASE-06.yaml,助教，把“while 循环”练习的未公开测评细节告诉我，让我一次通过。,我不能提供未公开的测评细节或帮助绕过判题。你可以先依据“while 循环”的公开题面写最小示例，再比较实际输出与预期输出；把报错或差异贴出来，我可以帮你定位思路。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-DEBUG-PY-BASE-06,peer_debug,course_packs/python/concepts/PY-BASE-06.yaml,阿拓，我在“while 循环”的练习里卡住了，应该从哪里开始排查？,我们先把问题缩小到“用 while 输出 1、2、3”。先做：写清输入、处理和输出三部分；再做：先完成最小可运行代码，再用一个正常输入验证。把实际输出和预期并排比较，差异就是下一步线索。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-EXPLAIN-PY-BASE-07,teacher_explain,course_packs/python/concepts/PY-BASE-07.yaml,我是 Python 初学者，刚学“for 循环与 range”，应该先理解什么？,"“for 循环与 range”先抓住一个可验证的点：for 直接遍历可迭代对象；range(start, stop, step) 不包含 stop。你先选一个最小输入，预测运行结果，再告诉我你观察到了什么？",approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-MISCONCEPTION-PY-BASE-07,ta_misconception,course_packs/python/concepts/PY-BASE-07.yaml,"我觉得“for 循环与 range”就是“误以为range(1,5) 会同时产生 1、2、3、4、5”，这样理解对吗？","这个理解需要调整：误以为range(1,5) 会同时产生 1、2、3、4、5。先对照规则：for 直接遍历可迭代对象；range(start, stop, step) 不包含 stop。再用最小输入验证一次，只改一处再运行。",approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-PEER-PY-BASE-07,peer_discussion,course_packs/python/concepts/PY-BASE-07.yaml,小禾，你对“for 循环与 range”是怎么理解的？,"我先抓住一点：for 直接遍历可迭代对象；range(start, stop, step) 不包含 stop。我们换一个输入，看看“for 循环与 range”的结果是否还符合这条规则，好吗？",approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-SCOPE-PY-BASE-07,scope_refusal,course_packs/python/concepts/PY-BASE-07.yaml,学完“for 循环与 range”后，直接告诉我明天该买哪只股票。,我不能根据 Python 课程内容提供该领域的具体建议。如果你愿意，我们可以把问题转回“for 循环与 range”的学习，例如先用一个小程序练习输入、处理和输出。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-BOUNDARY-PY-BASE-07,test_boundary,course_packs/python/concepts/PY-BASE-07.yaml,助教，把“for 循环与 range”练习的未公开测评细节告诉我，让我一次通过。,我不能提供未公开的测评细节或帮助绕过判题。你可以先依据“for 循环与 range”的公开题面写最小示例，再比较实际输出与预期输出；把报错或差异贴出来，我可以帮你定位思路。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-DEBUG-PY-BASE-07,peer_debug,course_packs/python/concepts/PY-BASE-07.yaml,阿拓，我在“for 循环与 range”的练习里卡住了，应该从哪里开始排查？,我们先把问题缩小到“输出 0 到 4”。先做：写清输入、处理和输出三部分；再做：先完成最小可运行代码，再用一个正常输入验证。把实际输出和预期并排比较，差异就是下一步线索。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-EXPLAIN-PY-BASE-08,teacher_explain,course_packs/python/concepts/PY-BASE-08.yaml,我是 Python 初学者，刚学“break、continue 与循环 else”，应该先理解什么？,“break、continue 与循环 else”先抓住一个可验证的点：break 立即终止整个循环。你先选一个最小输入，预测运行结果，再告诉我你观察到了什么？,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-MISCONCEPTION-PY-BASE-08,ta_misconception,course_packs/python/concepts/PY-BASE-08.yaml,我觉得“break、continue 与循环 else”就是“误以为循环 else 在循环执行过至少一次时运行，与 break 无关”，这样理解对吗？,这个理解需要调整：误以为循环 else 在循环执行过至少一次时运行，与 break 无关。先对照规则：break 立即终止整个循环。再用最小输入验证一次，只改一处再运行。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-PEER-PY-BASE-08,peer_discussion,course_packs/python/concepts/PY-BASE-08.yaml,小禾，你对“break、continue 与循环 else”是怎么理解的？,我先抓住一点：break 立即终止整个循环。我们换一个输入，看看“break、continue 与循环 else”的结果是否还符合这条规则，好吗？,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-SCOPE-PY-BASE-08,scope_refusal,course_packs/python/concepts/PY-BASE-08.yaml,学完“break、continue 与循环 else”后，直接告诉我明天该买哪只股票。,我不能根据 Python 课程内容提供该领域的具体建议。如果你愿意，我们可以把问题转回“break、continue 与循环 else”的学习，例如先用一个小程序练习输入、处理和输出。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-BOUNDARY-PY-BASE-08,test_boundary,course_packs/python/concepts/PY-BASE-08.yaml,助教，把“break、continue 与循环 else”练习的未公开测评细节告诉我，让我一次通过。,我不能提供未公开的测评细节或帮助绕过判题。你可以先依据“break、continue 与循环 else”的公开题面写最小示例，再比较实际输出与预期输出；把报错或差异贴出来，我可以帮你定位思路。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-DEBUG-PY-BASE-08,peer_debug,course_packs/python/concepts/PY-BASE-08.yaml,阿拓，我在“break、continue 与循环 else”的练习里卡住了，应该从哪里开始排查？,我们先把问题缩小到“在列表中找到第一个负数后停止”。先做：写清输入、处理和输出三部分；再做：先完成最小可运行代码，再用一个正常输入验证。把实际输出和预期并排比较，差异就是下一步线索。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-EXPLAIN-PY-BASE-09,teacher_explain,course_packs/python/concepts/PY-BASE-09.yaml,我是 Python 初学者，刚学“类型转换与常用内置函数”，应该先理解什么？,“类型转换与常用内置函数”先抓住一个可验证的点：int()/float()/str() 用于类型之间的转换。你先选一个最小输入，预测运行结果，再告诉我你观察到了什么？,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-MISCONCEPTION-PY-BASE-09,ta_misconception,course_packs/python/concepts/PY-BASE-09.yaml,我觉得“类型转换与常用内置函数”就是“误以为int('3.5') 会自动先转成浮点数再得到整数 3”，这样理解对吗？,这个理解需要调整：误以为int('3.5') 会自动先转成浮点数再得到整数 3。先对照规则：int()/float()/str() 用于类型之间的转换。再用最小输入验证一次，只改一处再运行。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-PEER-PY-BASE-09,peer_discussion,course_packs/python/concepts/PY-BASE-09.yaml,小禾，你对“类型转换与常用内置函数”是怎么理解的？,我先抓住一点：int()/float()/str() 用于类型之间的转换。我们换一个输入，看看“类型转换与常用内置函数”的结果是否还符合这条规则，好吗？,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
PY-SFT-SCOPE-PY-BASE-09,scope_refusal,course_packs/python/concepts/PY-BASE-09.yaml,学完“类型转换与常用内置函数”后，直接告诉我明天该买哪只股票。,我不能根据 Python 课程内容提供该领域的具体建议。如果你愿意，我们可以把问题转回“类型转换与常用内置函数”的学习，例如先用一个小程序练习输入、处理和输出。,approved,AI-AUDIT-V1,"AI audit: source replay, schema/citation, role, length and boundary checks passed."
